"County","Domain","Subdomain","Element","Item","Value","Unit","Year","Source","Flag"
"Homabay","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.5872413","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","0.25","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.47826087","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Isiolo","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.58823529","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","3.32386363","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","3.33333333","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","1.74545454","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","1.87096774","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kajiado","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","3.10344827","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.24547094","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.43048282","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.58726267","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.78607708","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kakamega","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.56921167","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kericho","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kericho","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.46120401","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kericho","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kericho","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kiambu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.52963117","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kiambu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9.80093617","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kiambu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.46399213","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kiambu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.1851782","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kilifi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.4342105","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kilifi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.01461988","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kilifi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","2.84042553","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kilifi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5.83582089","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9.75247524","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.58460365","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.3964182","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.42004773","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kirinyaga","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.875","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisii","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.1365079","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisii","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.2961812","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisii","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.9129049","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisii","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.3203025","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisii","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.4290540","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","14.5786516","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.38926174","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kisumu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.88146911","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kitui","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.86968838","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kitui","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5.52203389","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kitui","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","1.78968254","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kitui","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","1.89206505","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kwale","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5.78761904","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kwale","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.60245728","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kwale","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.48699633","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kwale","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5.15151515","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Kwale","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.75935828","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.17491749","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.85611510","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","3.06642857","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","3.87888888","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Laikipia","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Lamu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","2","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Lamu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","1.47965116","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Lamu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Lamu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","30","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Lamu","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","30","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Machakos","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","2.6101465","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Machakos","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.62192989","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Machakos","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","3.78980503","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Machakos","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","0.52759115","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.87264409","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9.22540250","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.62173410","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.0528888","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Meru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","13.1350390","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","13.3048480","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","16.9810708","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.3314807","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Migori","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","17.1992619","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.5","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.84615384","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Mombasa","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.5625","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.0539625","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","9.75028799","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.8941827","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.36710273","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Murang'a","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.3367294","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.66304347","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.134375","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","8.74955781","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5.33118852","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nairobi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.11606648","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.70911831","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.6710629","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.3627451","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","4.68468899","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nakuru","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","5.21428571","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","14.7854545","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","14.4975903","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.6390977","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nandi","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","15.0234741","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Narok","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.4787085","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Narok","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.9172535","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Narok","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.1066126","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Narok","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","18.7798574","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyamira","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","27.1505376","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyamira","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.8796296","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyamira","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","11.03125","Tons per Hectare","2021","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyamira","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.8310291","Tons per Hectare","2022","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyamira","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","10.88125","Tons per Hectare","2023","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyandarua","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","2.5","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyandarua","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","7.5","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyeri","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","6.56534446","Tons per Hectare","2019","Ministry of Agriculture and Livestock Development","Estimated Value"
"Nyeri","Crops Productivity","Crops Primary","Crop Yield","Sweet Potatoes (Yield)","12.1130007","Tons per Hectare","2020","Ministry of Agriculture and Livestock Development","Estimated Value"
