Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","404","Kenya","5510","Production","0115","Barley","2023","2023","t","32876","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01701","Beans, dry","2023","2023","kg/ha","705.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01701","Beans, dry","2023","2023","t","860973","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01243","Broad beans and horse beans, green","2023","2023","kg/ha","5746.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01243","Broad beans and horse beans, green","2023","2023","t","2943.49","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01212","Cabbages","2023","2023","kg/ha","32822.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01212","Cabbages","2023","2023","t","1042800","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01251","Carrots and turnips","2023","2023","kg/ha","18817.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01251","Carrots and turnips","2023","2023","t","119031.63","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01372","Cashew nuts, in shell","2023","2023","kg/ha","368.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01372","Cashew nuts, in shell","2023","2023","t","8997","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01520.01","Cassava, fresh","2023","2023","kg/ha","15626.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01520.01","Cassava, fresh","2023","2023","t","1187800","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01447","Castor oil seeds","2023","2023","kg/ha","214.3","X","Figure from international organizations",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01447","Castor oil seeds","2023","2023","t","3000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01213","Cauliflowers and broccoli","2023","2023","kg/ha","9738.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01213","Cauliflowers and broccoli","2023","2023","t","1025.75","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01373","Chestnuts, in shell","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01703","Chick peas, dry","2023","2023","kg/ha","349.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01703","Chick peas, dry","2023","2023","t","1442.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","kg/ha","1213.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01652","Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw","2023","2023","t","2989.43","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","kg/ha","8461","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01231","Chillies and peppers, green (Capsicum spp. and Pimenta spp.)","2023","2023","t","10745.74","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01656","Cloves (whole stems), raw","2023","2023","kg/ha","958.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01656","Cloves (whole stems), raw","2023","2023","t","2103.31","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01460","Coconuts, in shell","2023","2023","kg/ha","1103.7","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01460","Coconuts, in shell","2023","2023","t","81667","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01610","Coffee, green","2023","2023","kg/ha","435.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01610","Coffee, green","2023","2023","t","48700","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01706","Cow peas, dry","2023","2023","kg/ha","688.9","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01706","Cow peas, dry","2023","2023","t","171803","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01232","Cucumbers and gherkins","2023","2023","kg/ha","9237.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01232","Cucumbers and gherkins","2023","2023","t","10774.23","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01314","Dates","2023","2023","kg/ha","2275.4","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01314","Dates","2023","2023","t","1087.08","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","kg/ha","7689.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01599.10","Edible roots and tubers with high starch or inulin content, n.e.c., fresh","2023","2023","t","18316.79","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01657","Ginger, raw","2023","2023","kg/ha","12256.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01657","Ginger, raw","2023","2023","t","740.36","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01252","Green garlic","2023","2023","kg/ha","12516.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01252","Green garlic","2023","2023","t","3365.84","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0142","Groundnuts, excluding shelled","2023","2023","kg/ha","1147","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0142","Groundnuts, excluding shelled","2023","2023","t","24000","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01254","Leeks and other alliaceous vegetables","2023","2023","kg/ha","4550.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01254","Leeks and other alliaceous vegetables","2023","2023","t","321.54","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01322","Lemons and limes","2023","2023","kg/ha","10088.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01322","Lemons and limes","2023","2023","t","59118.22","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01704","Lentils, dry","2023","2023","kg/ha","788.9","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01704","Lentils, dry","2023","2023","t","1657.15","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01214","Lettuce and chicory","2023","2023","kg/ha","27964.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01214","Lettuce and chicory","2023","2023","t","1341.89","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01441","Linseed","2023","2023","kg/ha","1010.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01441","Linseed","2023","2023","t","966.91","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0112","Maize (corn)","2023","2023","kg/ha","1763.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0112","Maize (corn)","2023","2023","t","4285206","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01316","Mangoes, guavas and mangosteens","2023","2023","kg/ha","11849.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01316","Mangoes, guavas and mangosteens","2023","2023","t","909900","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0118","Millet","2023","2023","kg/ha","667.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0118","Millet","2023","2023","t","86762","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01270","Mushrooms and truffles","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01653","Nutmeg, mace, cardamoms, raw","2023","2023","kg/ha","681.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01653","Nutmeg, mace, cardamoms, raw","2023","2023","t","59.04","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0117","Oats","2023","2023","kg/ha","1012.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0117","Oats","2023","2023","t","3748.64","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01239.01","Okra","2023","2023","kg/ha","10431.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01239.01","Okra","2023","2023","t","16050.75","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","kg/ha","14752.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01253.02","Onions and shallots, dry (excluding dehydrated)","2023","2023","t","163100","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01323","Oranges","2023","2023","kg/ha","11116","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01323","Oranges","2023","2023","t","127334.99","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","11046.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01241.90","Other beans, green","2023","2023","t","45454.77","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","kg/ha","2777.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","t","622.49","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","6963.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","88732.22","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","12109","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01359.90","Other fruits, n.e.c.","2023","2023","t","126216.82","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","kg/ha","5590","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","t","23991.99","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","408.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01449.90","Other oil seeds, n.e.c.","2023","2023","t","39552.86","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01709.90","Other pulses n.e.c.","2023","2023","kg/ha","578.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01709.90","Other pulses n.e.c.","2023","2023","t","116554.02","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","kg/ha","1368.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","t","1223.06","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01319","Other tropical fruits, n.e.c.","2023","2023","kg/ha","9830.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01319","Other tropical fruits, n.e.c.","2023","2023","t","40640.81","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","7833.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2023","2023","t","669142.15","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01317","Papayas","2023","2023","kg/ha","13652.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01317","Papayas","2023","2023","t","81096.24","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01345","Peaches and nectarines","2023","2023","kg/ha","7713.2","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01345","Peaches and nectarines","2023","2023","t","168.82","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01342.01","Pears","2023","2023","kg/ha","4750.3","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01342.01","Pears","2023","2023","t","1059.9","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01242","Peas, green","2023","2023","kg/ha","5934.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01242","Peas, green","2023","2023","t","150074.37","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01651","Pepper (Piper spp.), raw","2023","2023","kg/ha","1019","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01651","Pepper (Piper spp.), raw","2023","2023","t","790.78","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01707","Pigeon peas, dry","2023","2023","kg/ha","610.5","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01707","Pigeon peas, dry","2023","2023","t","183651","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01318","Pineapples","2023","2023","kg/ha","20697","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01318","Pineapples","2023","2023","t","97400","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01313","Plantains and cooking bananas","2023","2023","kg/ha","12123.8","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01313","Plantains and cooking bananas","2023","2023","t","34512.24","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01346","Plums and sloes","2023","2023","kg/ha","6559","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01346","Plums and sloes","2023","2023","t","917.71","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01321","Pomelos and grapefruits","2023","2023","kg/ha","13406.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01321","Pomelos and grapefruits","2023","2023","t","3308.27","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01510","Potatoes","2023","2023","kg/ha","9651.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01510","Potatoes","2023","2023","t","2309913","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01930.02","Pyrethrum, dried flowers","2023","2023","kg/ha","443.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01930.02","Pyrethrum, dried flowers","2023","2023","t","1680","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01443","Rape or colza seed","2023","2023","kg/ha","3238.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01443","Rape or colza seed","2023","2023","t","14603","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0113","Rice","2023","2023","kg/ha","5882.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0113","Rice","2023","2023","t","229064","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01921.01","Seed cotton, unginned","2023","2023","kg/ha","318","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01921.01","Seed cotton, unginned","2023","2023","t","3864","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01444","Sesame seed","2023","2023","kg/ha","613.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01444","Sesame seed","2023","2023","t","3645","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01929.05","Sisal, raw","2023","2023","kg/ha","701.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01929.05","Sisal, raw","2023","2023","t","25577","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0114","Sorghum","2023","2023","kg/ha","957.6","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0114","Sorghum","2023","2023","t","198921","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0141","Soya beans","2023","2023","kg/ha","892.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0141","Soya beans","2023","2023","t","10100","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01215","Spinach","2023","2023","kg/ha","14200.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01215","Spinach","2023","2023","t","158715.98","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01354","Strawberries","2023","2023","kg/ha","7437.7","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01354","Strawberries","2023","2023","t","533.07","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01802","Sugar cane","2023","2023","kg/ha","68848.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01802","Sugar cane","2023","2023","t","5556100","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01445","Sunflower seed","2023","2023","kg/ha","1000","X","Figure from international organizations",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01445","Sunflower seed","2023","2023","t","6000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01530","Sweet potatoes","2023","2023","kg/ha","12294.4","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01530","Sweet potatoes","2023","2023","t","669100","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01324","Tangerines, mandarins, clementines","2023","2023","kg/ha","13244.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01324","Tangerines, mandarins, clementines","2023","2023","t","37752.33","I","Imputed value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01620","Tea leaves","2023","2023","kg/ha","11316.1","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01620","Tea leaves","2023","2023","t","2577800","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01234","Tomatoes","2023","2023","kg/ha","18746.8","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01234","Tomatoes","2023","2023","t","582500","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01970","Unmanufactured tobacco","2023","2023","kg/ha","702.6","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01970","Unmanufactured tobacco","2023","2023","t","10599.97","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01658","Vanilla, raw","2023","2023","kg/ha","731.1","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01658","Vanilla, raw","2023","2023","t","15.43","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01221","Watermelons","2023","2023","kg/ha","42907.2","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01221","Watermelons","2023","2023","t","489700","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","0111","Wheat","2023","2023","kg/ha","2963.3","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","0111","Wheat","2023","2023","t","309492","A","Official figure",""
"QCL","Crops and livestock products","404","Kenya","5412","Yield","01540","Yams","2023","2023","kg/ha","8184.5","E","Estimated value",""
"QCL","Crops and livestock products","404","Kenya","5510","Production","01540","Yams","2023","2023","t","5544.1","I","Imputed value",""
